id,rank,workers,company,state,state,city,metro,growth,revenue,industry,yrs_on_list
23216,803,57,Blue Acorn,South Carolina,SC,Charleston,Charleston-North Charleston SC,566.1181,3500364,IT Services,2
23321,804,75,Kore1,California,CA,Irvine,Los Angeles,565.5901,5358000,IT Services,2
23214,805,21,QualityFlooring4Less.com,California,CA,San Francisco,San Francisco,564.9172,19865400,Consumer Products & Services,2
26349,806,19,Phenom Software,California,CA,Irvine,Los Angeles,563.495,2739113,IT Services,1
21140,807,23,Footage Firm,Virginia,VA,Reston,Washington DC,563.2463,12996000,Media,3
25395,808,48,YOU Technology,California,CA,South San Francisco,San Francisco,562.6951,19745471,Advertising & Marketing,1
21080,809,229,TubeMogul,California,CA,Emeryville,San Francisco,561.9692,57214000,Advertising & Marketing,3
25437,810,101,RailPros Field Services,California,CA,Irvine,Los Angeles,561.8955,10485940,Engineering,1
24831,811,1387,Amerit Fleet Solutions,California,CA,Walnut Creek,San Francisco,561.4984,100933004,Logistics & Transportation,1
23228,812,32,Owens Harkey Advertising,Arizona,AZ,Phoenix,Phoenix,561.3773,5804181,Advertising & Marketing,2
19814,813,14,REPAY,Georgia,GA,Atlanta,Atlanta,559.6937,22089508,Financial Services,4
25536,814,269,Mutual Mobile,Texas,TX,Austin,Austin,558.4265,33328639,Software,1
21653,815,207,OGSystems,Virginia,VA,Chantilly,Washington DC,558.3478,55591774,Government Services,3
25330,816,259,Saalex Solutions,California,CA,Camarillo,Oxnard-Thousand Oaks-Ventura CA,558.3541,35495269,Government Services,1
26433,817,57,EHS Support,Pennsylvania,PA,Pittsburgh,Pittsburgh PA,558.2905,12302640,Environmental Services,1
26492,818,14,3BL Media,Massachusetts,MA,Northampton,Springfield MA,554.5255,2000590,Media,1
25592,819,148,Brown & Pipkins,Georgia,GA,Atlanta,Atlanta,554.0015,3128678,Government Services,1
25019,820,27,J2 Solutions,Pennsylvania,PA,King of Prussia,Philadelphia,553.9331,2804268,IT Services,1
23634,821,351,Argo Marketing Group,Maine,ME,Lewiston,Lewiston-Auburn ME,553.0304,10435138,Telecommunications,2
26300,822,153,HH Global,Illinois,IL,Vernon Hills,Chicago,552.5357,101932804,Advertising & Marketing,1
19535,823,60,Dream Finders Homes,Florida,FL,Orange Park,Jacksonville FL,552.2568,84865345,Real Estate,4
23043,824,33,Sovereign Lending Group,California,CA,Irvine,Los Angeles,552.2178,6571994,Financial Services,2
21570,825,284,Kareo,California,CA,Irvine,Los Angeles,551.7195,30018046,Software,3
25288,826,10,Sustainment Solutions,Kentucky,KY,Lancaster,Danville KY,551.4629,10077629,Security,1
25308,827,100,Holland Square Group,Tennessee,TN,Franklin,Nashville,551.3764,14643736,IT Services,1
25115,828,8,24hrs Deals,Florida,FL,Deerfield Beach,Miami,549.6837,4509578,Consumer Products & Services,1
21011,829,51,Altitude Digital,Colorado,CO,Denver,Denver,549.2299,21903400,Advertising & Marketing,3
26214,830,140,Sq1,Texas,TX,Dallas,Dallas,548.6604,11057000,Advertising & Marketing,1
25623,831,25,Cardinal Web Solutions,Georgia,GA,Norcross,Atlanta,548.5768,2219968,Advertising & Marketing,1
23320,832,25,The Darton Group,North Carolina,NC,Charlotte,Charlotte,548.302,7112016,Business Products & Services,2
21903,833,157,MentorMate,Minnesota,MN,Minneapolis,Minneapolis,545.4473,9599144,Software,3
25948,834,15,Bannockburn Global Forex,Ohio,OH,Cincinnati,Cincinnati,544.899,4224785,Financial Services,1
23296,835,12,Technossus,California,CA,Irvine,Los Angeles,544.364,6231000,Software,2
25127,836,98,Cadatasoft,Texas,TX,Dallas,Dallas,541.6647,9424046,Software,1
25144,837,39,180,Illinois,IL,Naperville,Chicago,541.2336,4620178,Engineering,1
26216,838,31,Platinum Drive Realty,New York,NY,Scarsdale,New York City,540.6522,2263373,Real Estate,1
25896,839,55,Neos Consulting Group,Texas,TX,Austin,Austin,539.7169,11055671,IT Services,1
23016,840,36,LenCred,New Jersey,NJ,Blackwood,Philadelphia,536.4412,3500936,Financial Services,2
21283,841,41,Old Town IT,Virginia,VA,Alexandria,Washington DC,535.5481,5836442,Software,3
25467,842,21,Macedon Technologies,Virginia,VA,Reston,Washington DC,535.2888,4536470,IT Services,1
17579,843,88,Rise Interactive,Illinois,IL,Chicago,Chicago,534.5245,31428000,Advertising & Marketing,5
23572,844,13,Total Apps,California,CA,Aliso Viejo,Los Angeles,533.6947,3419898,Financial Services,2
23174,845,5,Paramount Business Jets,Virginia,VA,Leesburg,Washington DC,531.5743,5374078,Travel & Hospitality,2
17269,846,45,Veteran Corps of America,Illinois,IL,O'Fallon,St. Louis MO-IL,530.9633,15598630,Government Services,5
26327,847,23,Beekeeper Group,District of Columbia,DC,Washington,Washington DC,530.6246,3891818,Advertising & Marketing,1
23589,848,31,NTP Wireless,Illinois,IL,Chicago,Chicago,530.5351,5454526,Telecommunications,2
19472,849,3500,ScribeAmerica,Florida,FL,Aventura,Miami,529.1066,52637800,Health,4
21250,850,32,Sunwarrior,Nevada,NV,Overton,Las Vegas-Paradise NV,528.4433,16425157,Health,3
26434,851,10,CPC Diversified Fund,Utah,UT,Sandy,Salt Lake City,528.4243,2543824,Financial Services,1
103,852,218,Technatomy,Virginia,VA,Fairfax,Washington DC,527.6771,68521887,Government Services,6
21888,853,42,Atlas RFID Solutions,Alabama,AL,Birmingham,Birmingham-Hoover AL,527.6727,8600378,Software,3
26547,854,17,Wholesale Warranties,California,CA,San Diego,San Diego,527.0349,4181558,Insurance,1
24874,855,135,LABUR Professional Staffing,Massachusetts,MA,Boston,Boston,526.9266,6915000,Human Resources,1
22853,856,174,JetSuite,California,CA,Irvine,Los Angeles,526.7349,46510000,Logistics & Transportation,1
23725,857,85,Appia,North Carolina,NC,Durham,Durham NC,525.8844,46353000,Advertising & Marketing,2
24811,858,20,Sun Broadcast Group,New York,NY,New York,New York City,525.8443,4709929,Media,1
21049,859,25,The FlexPro Group,Pennsylvania,PA,Plymouth Meeting,Philadelphia,525.4941,6330000,Health,3
25886,860,7,DevelopIntelligence,Colorado,CO,Boulder,Boulder CO,524.7026,2046307,Education,1
23478,861,14,Sandlapper Securities,South Carolina,SC,Greenville,Greenville-Mauldin-Easley SC,524.4268,5973448,Financial Services,2
21082,862,640,Four Foods Group Holdings,Utah,UT,American Fork,Provo-Orem UT,523.773,37364000,Food & Beverage,3
21010,863,41,Edge Homes,Utah,UT,Orem,Provo-Orem UT,523.4011,112782895,Construction,3
26516,864,46,Haris Design & Construction,Maryland,MD,Germantown,Washington DC,519.923,18656198,Government Services,1
26107,865,7,Landmark,Delaware,DE,Dover,Dover DE,519.7045,3783730,Construction,1
23052,866,84,Adora,North Carolina,NC,High Point,Thomasville-Lexington NC,518.606,2545867,Retail,2
23429,867,255,Sundance Healthcare,Texas,TX,Arlington,Dallas,518.2484,18566000,Health,2
15885,868,2,Toussaint and Company,Indiana,IN,Carmel,Indianapolis IN,517.8956,2037758,Human Resources,2
26499,869,48,CompuGroup Technologies,Pennsylvania,PA,Pittsburgh,Pittsburgh PA,516.3868,3754067,IT Services,1
25390,870,26,DaVinciTek,New Jersey,NJ,Morristown,New York City,516.2734,2534782,IT Services,1
26100,871,22,Isom Global Strategies,District of Columbia,DC,Washington,Washington DC,516.23,2416515,Advertising & Marketing,1
26400,872,15,ShoeCenter.com,New Jersey,NJ,Dunellen,New York City,516.1029,4189500,Retail,1
25324,873,38,NetImpact Strategies,Virginia,VA,Chantilly,Washington DC,513.7631,7967829,Government Services,1
21321,874,1900,Staffworks Group,Michigan,MI,Southfield,Detroit,513.6562,33702000,Human Resources,2
25823,875,7,OSSCube,Texas,TX,Austin,Austin,513.3923,4472090,IT Services,1
26373,876,36,RPI Consultants,Maryland,MD,Baltimore,Baltimore,512.4666,9489503,IT Services,1
21873,877,20,Meridian Pacific Properties,California,CA,San Marcos,San Diego,512.3287,13415944,Real Estate,3
23487,878,145,National Corporate Housing,Virginia,VA,Herndon,Washington DC,511.3696,92121708,Travel & Hospitality,2
23328,879,518,21c Museum Hotels,Kentucky,KY,Louisville,Louisville/Jefferson KY-IN,510.7169,4298085,Travel & Hospitality,2
21776,880,70,Procore Technologies,California,CA,Carpinteria,Santa Barbara-Santa Maria-Goleta CA,510.3734,9454324,Software,3
23396,881,40,New River Systems,Virginia,VA,Sterling,Washington DC,510.3102,16007887,Government Services,2
23315,882,90,Moguldom Media Group,Florida,FL,Fort Lauderdale,Miami,510.1143,15377405,Media,2
26245,883,20,Gabby,Alabama,AL,Montevallo,Birmingham-Hoover AL,508.3333,8760000,Consumer Products & Services,1
18648,884,38,Advanced Systems Engineering,Virginia,VA,Reston,Washington DC,506.3546,6117408,IT Services,4
19715,885,61,KeepCalling,Georgia,GA,Atlanta,Atlanta,505.6375,41025000,Telecommunications,4
25505,886,26,The Cassina Group,South Carolina,SC,Mount Pleasant,Charleston-North Charleston SC,504.9494,4106614,Real Estate,1
20982,887,124,Applause,Massachusetts,MA,Framingham,Boston,503.4974,24158000,Business Products & Services,3
21111,888,75,Internet Marketing,California,CA,San Diego,San Diego,503.4604,17816391,Advertising & Marketing,3
25428,889,22,Olo,New York,NY,New York,New York City,503.0898,3495032,Software,1
23212,890,31,GameSim,Florida,FL,Orlando,Orlando FL,502.6457,3618809,Software,2
23339,891,79,Noah Consulting,Texas,TX,Houston,Houston,501.942,28672419,Business Products & Services,2
25322,892,25,Ken Systems,Virginia,VA,Herndon,Washington DC,501.1975,2504595,IT Services,1
24838,893,8,OneTaste,California,CA,San Francisco,San Francisco,500.3115,4220190,Education,1
26041,894,34,Fresh Healthy Vending International,California,CA,San Diego,San Diego,499.9799,4865837,Food & Beverage,1
26597,895,30,Solar Alternatives,Louisiana,LA,New Orleans,New Orleans-Metairie-Kenner LA,499.1678,3541675,Energy,1
24799,896,22,ZEV Technologies,California,CA,Oxnard,Oxnard-Thousand Oaks-Ventura CA,498.9379,3574036,Consumer Products & Services,1
23366,897,150,Private Prep,New York,NY,New York,New York City,498.5253,4424658,Education,2
26407,898,108,Johnson Security Bureau,New York,NY,Bronx,New York City,497.0153,3242862,Security,1
26149,899,28,Steubenville Pike Auto,Pennsylvania,PA,Robinson Township,Pittsburgh PA,496.8801,2033087,Retail,1
25810,900,29,AccuLynx,Wisconsin,WI,Beloit,Janesville WI,496.605,3590530,Software,1
25814,901,10,Kitewire,Virginia,VA,Arlington,Washington DC,496.5669,2245114,Software,1
24697,902,830,Cielo,Wisconsin,WI,Brookfield,Milwaukee-Waukesha-West Allis WI,495.7125,103511000,Business Products & Services,1
23040,903,50,Arocon Roofing and Construction,Maryland,MD,Westminster,Baltimore,495.5408,9949700,Construction,2
23058,904,62,North Florida Field Services,Florida,FL,Jacksonville,Jacksonville FL,495.4157,28574000,Construction,2
26414,905,70,Panopto,Pennsylvania,PA,Pittsburgh,Pittsburgh PA,494.74,9346589,Software,1
21053,906,55,Landmark Network,California,CA,North Hollywood,Los Angeles,494.5792,9421560,Real Estate,3
26307,907,11,Inspiria Media,New York,NY,White Plains,New York City,494.3653,2325282,Media,1
22953,908,102,SalesStaff,Texas,TX,Stafford,Houston,494.18,6377726,Business Products & Services,2
23309,909,35,3d Lacrosse,Colorado,CO,Denver,Denver,492.9614,7008804,Consumer Products & Services,2
21393,910,37,Worldwide Power Products,Texas,TX,Houston,Houston,492.5559,36567478,Energy,3
23304,911,106,Coretek Services,Michigan,MI,Farmington Hills,Detroit,492.0908,25982707,IT Services,2
23306,912,808,JobFinders Employment Services,Missouri,MO,Columbia,Columbia MO,492.0767,4699200,Human Resources,2
26429,913,50,Kinetix Trading Solutions,New Jersey,NJ,Princeton,Trenton-Ewing NJ,491.7185,7389824,Financial Services,1
25912,914,65,Cervello,Massachusetts,MA,Boston,Boston,491.3797,11779604,IT Services,1
25496,915,47,Swift Capital,Delaware,DE,Wilmington,Philadelphia,491.1572,11703500,Financial Services,1
19358,916,106,Jama Software,Oregon,OR,Portland,Portland OR,491.1248,13009475,Software,4
25479,917,25,Mobile Healthcare Solutions,Arizona,AZ,Dewey,Prescott AZ,490.888,2062081,Health,1
26532,918,160,Premier Management,Maryland,MD,Columbia,Baltimore,490.4775,19242500,Government Services,1
23403,919,5,ExclusiveCPA,Wisconsin,WI,Kaukauna,Green Bay WI,490.1845,7992963,Advertising & Marketing,2
21173,920,350,MediaMath,New York,NY,New York,New York City,489.9209,310820958,Advertising & Marketing,2
22124,921,50,Tower Legal Solutions,New York,NY,New York,New York City,489.1866,83091126,Business Products & Services,2
18326,922,4100,Dialog Direct,Michigan,MI,Highland Park,Detroit,487.7011,254980000,Telecommunications,5
25256,923,35,Mongoose Metrics,Ohio,OH,Independence,Cleveland,487.55,8191428,IT Services,1
25697,924,450,Marbles: The Brain Store,Illinois,IL,Chicago,Chicago,487.1468,18912000,Retail,1
23354,925,15,Vector Media Group,New York,NY,New York,New York City,487.0744,2930153,Advertising & Marketing,2
25979,926,30,C-leveled,Pennsylvania,PA,Pittsburgh,Pittsburgh PA,487.0677,2201504,Business Products & Services,1
25853,927,12,DecisivEdge,Delaware,DE,Wilmington,Philadelphia,486.0508,5403224,Financial Services,1
17681,928,75,Moore Family Hearing Company,California,CA,Roseville,Sacramento--Arden-Arcade--Roseville CA,485.1412,12373664,Health,2
25637,929,50,Ace Metrix,California,CA,Mountain View,San Jose,485.0856,10043398,Advertising & Marketing,1
21796,930,63,Initials,Georgia,GA,Clarkesville,Cornelia GA,483.8643,17786245,Retail,3
25443,931,108,Behavioral Health Works,California,CA,Garden Grove,Los Angeles,483.5787,4402856,Health,1
23348,932,65,Netmark,Idaho,ID,Idaho Falls,Idaho Falls ID,483.3171,6026144,Advertising & Marketing,2
23236,933,81,Lifes2Good,Illinois,IL,Chicago,Chicago,483.217,16187101,Consumer Products & Services,2
23065,934,36,TrendyMinds,Indiana,IN,Indianapolis,Indianapolis IN,482.7898,4771539,Advertising & Marketing,2
24909,935,21,MyDealerLot,Georgia,GA,Roswell,Atlanta,482.7486,2871074,Business Products & Services,1
26152,936,42,MindPoint Group,Virginia,VA,Springfield,Washington DC,481.6798,8546022,Security,1
2157,937,86,Nutiva,California,CA,Richmond,San Francisco,481.6327,69926685,Food & Beverage,6
21329,938,19,Global Forwarding,New Jersey,NJ,Manalapan,New York City,480.3505,8636022,Logistics & Transportation,2
23256,939,16,Media Vision USA,California,CA,Oakland,San Francisco,480.1241,10044622,Business Products & Services,2
21045,940,13,Wall Street Network Solutions,New Jersey,NJ,Parsippany,New York City,479.7559,10065107,Telecommunications,3
25191,941,135,Posh Technologies,Washington,WA,Redmond,Seattle,478.3969,5831137,IT Services,1
19572,942,250,Alliance Security,Rhode Island,RI,Warwick,Providence-New Bedford-Fall River RI-MA,478.3744,14537862,Security,4
23565,943,32,PharmaPoint,Alabama,AL,Birmingham,Birmingham-Hoover AL,478.0726,7306081,Health,2
23493,944,45,Richter10.2 Media Group,California,CA,San Jose,San Jose,477.9019,2795976,Advertising & Marketing,2
25885,945,12,Symbionce Financial Solutions,New Jersey,NJ,East Hanover,New York City,477.6645,3269529,Financial Services,1
23290,946,117,Power Grid Engineering,Florida,FL,Winter Springs,Orlando FL,476.4187,14563398,Engineering,2
22920,947,250,NSR Solutions,Maryland,MD,Rockville,Washington DC,476.3796,11510290,Government Services,2
25356,948,11,SeQuel Response,Minnesota,MN,Eden Prairie,Minneapolis,476.0575,10986534,Advertising & Marketing,1
23391,949,92,Fingerpaint,New York,NY,Saratoga Springs,Albany-Schenectady-Troy NY,475.6549,18680000,Advertising & Marketing,2
17769,950,47,VariQ,Maryland,MD,Rockville,Washington DC,474.654,18682000,Government Services,5
25515,951,403,Bosque Systems,Texas,TX,Fort Worth,Dallas,474.4075,81527934,Energy,1
24991,952,16,GINIA,Virginia,VA,Alexandria,Washington DC,473.9823,3243000,Government Services,1
25230,953,9,Edge Velocity,New Hampshire,NH,Salem,Boston,473.2331,2002160,Telecommunications,1
19435,954,11,The Ticket Experience,Texas,TX,Houston,Houston,473.1988,20951470,Retail,4
21350,955,36,Indique Hair,Massachusetts,MA,Boston,Boston,471.7116,7087017,Retail,3
23203,956,25,PlayMaker CRM,Tennessee,TN,Franklin,Nashville,471.3306,2821436,Software,2
22932,957,36,Wilson Legal Solutions,Pennsylvania,PA,Newtown Square,Philadelphia,471.2581,8297735,IT Services,2
24857,958,38,MACK Companies,Illinois,IL,Tinley Park,Chicago,471.2536,46250100,Real Estate,1
20990,959,320,Wireless Communications,South Carolina,SC,Greenville,Newberry SC,471.134,45428000,Retail,3
25474,960,24,The Wasmer Company,Wisconsin,WI,New Holstein,Appleton WI,470.0326,6264054,Energy,1
25049,961,26,Konnect Public Relations,California,CA,Los Angeles,Los Angeles,469.5599,2341603,Advertising & Marketing,1
23454,962,30,JB Cosmetics,California,CA,Corona,Riverside-San Bernardino-Ontario CA,468.4197,7801453,Consumer Products & Services,2
25788,963,66,Lumen21,California,CA,Orange,Los Angeles,468.3353,5701875,IT Services,1
26523,964,20,ARI Logistics,Alabama,AL,Birmingham,Birmingham-Hoover AL,467.9046,16400794,Logistics & Transportation,1
25040,965,675,Technical Engineering Consultants,Michigan,MI,Troy,Detroit,467.6506,45194260,Human Resources,1
26542,966,4,The Mass Media Group,South Carolina,SC,Greenville,Greenville-Mauldin-Easley SC,467.2308,6086228,Advertising & Marketing,1
17322,967,275,Thrillist Media Group,New York,NY,New York,New York City,465.5602,83069000,Media,5
21035,968,133,Bizo,California,CA,San Francisco,San Francisco,465.0702,37100289,Advertising & Marketing,3
21348,969,45,RevolutionEHR,Wisconsin,WI,Madison,Madison WI,465.0479,5528700,Software,3
25800,970,14,Billiards.com,Oregon,OR,Portland,Portland OR,464.198,8027815,Retail,1
23405,971,60,Blink Reaction,New Jersey,NJ,Manalapan,New York City,463.278,5266176,IT Services,2
21290,972,78,Integrity Express Logistics,Ohio,OH,Blue Ash,Cincinnati,462.9459,49339328,Logistics & Transportation,3
24826,973,87,Benaissance,Nebraska,NE,Omaha,Omaha-Council Bluffs NE-IA,461.1983,9913180,Insurance,1
23923,974,65,Gatesman+Dave,Pennsylvania,PA,Pittsburgh,Pittsburgh PA,460.2266,36593517,Advertising & Marketing,2
21373,975,116,Clearent,Missouri,MO,Clayton,St. Louis MO-IL,459.7678,80981529,Financial Services,3
25785,976,2,IT Partners (Bethel Park PA),Pennsylvania,PA,Bethel Park,Pittsburgh PA,459.1302,2001731,IT Services,1
25328,977,100,Silverline,New York,NY,New York,New York City,458.6195,16098296,IT Services,1
26473,978,515,A. Marshall Family Foods,Tennessee,TN,Franklin,Nashville,457.4853,13733550,Food & Beverage,1
25607,979,73,Kanta Electric,New York,NY,Woodside,New York City,457.3871,28221630,Construction,1
21627,980,55,Kovarus,California,CA,San Ramon,San Francisco,456.5548,117377345,IT Services,3
23654,981,115,Communication Infrastructure Corporation,California,CA,Oxnard,Oxnard-Thousand Oaks-Ventura CA,456.2166,35114684,Telecommunications,2
24861,982,25,FlashBanc,Florida,FL,Boca Raton,Miami,455.4194,2039500,Financial Services,1
25264,983,6,Fisher Wallace Laboratories,New York,NY,New York,New York City,455.3728,2119497,Health,1
25978,984,15,Motivate Design,New York,NY,New York,New York City,455.2561,2060000,Business Products & Services,1
23365,985,6,Fresh Consulting,Washington,WA,Bellevue,Seattle,455.064,4768000,IT Services,2
2901,986,800,OtterBox,Colorado,CO,Fort Collins,Boulder CO,455.0489,923607000,Consumer Products & Services,7
26530,987,7,Foodlinks,Kansas,KS,Overland Park,Kansas City MO-KS,454.7134,9483724,Food & Beverage,1
25156,988,9,ChiroHealthUSA,Mississippi,MS,Flowood,Jackson MS,454.345,2774419,Health,1
1026,989,65,Six Dimensions,California,CA,San Ramon,San Francisco,454.2841,9640286,IT Services,3
25692,990,44,Quest Group,Georgia,GA,Atlanta,Atlanta,454.1161,13624329,Human Resources,1
26568,991,25,Globeimmune,Colorado,CO,Louisville,Boulder CO,453.5398,22518000,Health,1
26421,992,280,Keller Williams Legacy Partners,Maryland,MD,Baltimore,Baltimore,453.2027,8469484,Real Estate,1
23544,993,12,Victory Marketing Agency,Florida,FL,Fort Myers,Cape Coral-Fort Myers FL,452.9429,2946594,Advertising & Marketing,2
26504,994,16,Grass Roots Meetings & Events,New York,NY,New York,New York City,452.5294,4149496,Business Products & Services,1
23528,995,687,FastMed Urgent Care,North Carolina,NC,Clayton,Raleigh-Cary NC,452.185,51048267,Health,2
23827,996,75,Adroit Associates,New Jersey,NJ,Iselin,New York City,449.7586,7702481,IT Services,2
23647,997,35,Reed Integration,Virginia,VA,Suffolk,Virginia Beach-Norfolk-Newport News VA-NC,448.419,4695860,Government Services,2
23462,998,58,Three Twins Ice Cream,California,CA,Petaluma,San Francisco,448.1425,6695320,Food & Beverage,2
21548,999,21,HVAC.com,Ohio,OH,Monroe,Cincinnati,447.9552,10245310,Retail,3
23131,1000,78,ReverbNation,North Carolina,NC,Durham,Durham NC,447.1142,17541235,Software,2
23547,1001,4,Revenue Universe,Florida,FL,Sarasota,Panama City-Lynn Haven FL,446.557,7148086,Advertising & Marketing,2
26518,1002,20,Potenza,Louisiana,LA,Lafayette,Lafayette LA,446.5286,2162537,Advertising & Marketing,1
21766,1003,278,PinnacleAIS,Texas,TX,Pasadena,Houston,444.81,34802761,Energy,3
17263,1004,136,Gazelle,Massachusetts,MA,Boston,Boston,444.5509,116099931,Consumer Products & Services,5
26258,1005,87,Trident Technologies,Alabama,AL,Huntsville,Huntsville AL,444.263,11630063,Government Services,1
25014,1006,48,Brad's Deals,Illinois,IL,Chicago,Chicago,444.1716,17506000,Consumer Products & Services,1
26279,1007,103,QuarterLine,Virginia,VA,McLean,Washington DC,442.6587,14691400,Health,1
23235,1008,23,Largetail,New York,NY,New York,New York City,441.7989,5120000,Advertising & Marketing,2
25269,1009,13,Hudson Fiber Network,New Jersey,NJ,Paramus,New York City,441.7443,14243000,Telecommunications,1
8109,1010,210,Unitrends,South Carolina,SC,Columbia,Columbia SC,441.1668,54398909,IT Services,4
26614,1011,8,Madécasse Chocolate,New York,NY,Brooklyn,New York City,440.5915,2571053,Food & Beverage,1
23108,1012,38,Ivy Exec,New York,NY,New York,New York City,439.6213,3253393,Human Resources,2
25793,1013,360,LGS Industries,Indiana,IN,Middlebury,Elkhart-Goshen IN,439.3516,50874967,Consumer Products & Services,1
25209,1014,5,Convoy Technologies,California,CA,Newport Beach,Los Angeles,439.2422,2514470,Logistics & Transportation,1
23414,1015,52,Johnson Creek Enterprises,Wisconsin,WI,Hartland,Milwaukee-Waukesha-West Allis WI,438.7342,8512000,Consumer Products & Services,2
26138,1016,21,Smarter Agent Mobile,New Jersey,NJ,Collingswood,Philadelphia,438.2906,3059692,Software,1
23182,1017,17,VCA,Arizona,AZ,Phoenix,Phoenix,438.2234,6264129,Business Products & Services,3
20397,1018,162,Gorilla Commerce,Illinois,IL,Chicago,Chicago,437.9196,16125297,Software,4
25887,1019,13,Three Square Design Group,Texas,TX,Houston,Houston,437.6101,2083325,Construction,1
26508,1020,11,Avanti Global Resources,Minnesota,MN,Spring Park,Minneapolis,436.558,5201409,Computer Hardware,1
25254,1021,20,Edelberg & Associates,Georgia,GA,Dacula,Atlanta,436.1943,3669928,Health,1
21067,1022,87,Choice Home Warranty,New Jersey,NJ,Edison,New York City,435.9959,27130228,Insurance,3
24678,1023,607,ARMA Global,Florida,FL,Tampa,Tampa,435.6846,172852037,Government Services,1
2761,1024,218,Inthinc,Utah,UT,Salt Lake City,Salt Lake City,435.5514,44308383,Telecommunications,5
24097,1025,280,Relias Learning,North Carolina,NC,Cary,Raleigh-Cary NC,434.8736,42945000,Software,2
23035,1026,123,TEEMA Solutions Group,California,CA,Irvine,Los Angeles,434.6566,40404000,Human Resources,2
26267,1027,17,Candlelight Homes,Utah,UT,South Jordan,Salt Lake City,434.471,60095919,Construction,1
25860,1028,42,SalesRoads,Florida,FL,Coral Springs,Miami,434.1605,2024399,Business Products & Services,1
23353,1029,29,360 Cloud Solutions,Arizona,AZ,Scottsdale,Phoenix,433.6858,3008979,Software,2
25720,1030,19,Fusion PPT,Virginia,VA,Vienna,Washington DC,431.8811,3412310,IT Services,1
25099,1031,21,More Than Rewards,Wisconsin,WI,Franklin,Milwaukee-Waukesha-West Allis WI,431.8269,2137008,Software,1
26139,1032,133,Axiom Technology Group,Illinois,IL,Des Plaines,Chicago,431.7071,10117679,IT Services,1
24985,1033,10,StaffRehab,California,CA,Newport Beach,Los Angeles,431.4682,2386388,Health,1
24862,1034,75,The Big Salad,Michigan,MI,Grosse Pointe Farms,Detroit,430.53,2220146,Food & Beverage,1
26154,1035,27,GreenerU,Massachusetts,MA,Watertown,Boston,429.3323,7753897,Engineering,1
25273,1036,29,FyrSoft,Texas,TX,Houston,Houston,428.6026,4842000,IT Services,1
24924,1037,33,MeritCard,Texas,TX,Dallas,Dallas,428.5101,11503291,Financial Services,1
23795,1038,80,Landmark Home Warranty,Utah,UT,Riverton,Salt Lake City,428.3527,9984128,Insurance,2
22996,1039,11,GiftCardRescue.com,Maryland,MD,Ellicott City,Baltimore,428.0628,10063019,Consumer Products & Services,2
23089,1040,29,FreightPros,Texas,TX,Austin,Austin,427.9143,10185405,Logistics & Transportation,2
23420,1041,9,Nest Realty,Virginia,VA,Charlottesville,Charlottesville VA,427.7425,7690000,Real Estate,2
24006,1042,22,Merge Design & Interactive,Illinois,IL,Chicago,Chicago,427.6163,7260000,Advertising & Marketing,2
25591,1043,18,Symmetrics Group,Georgia,GA,Atlanta,Atlanta,427.5818,3180527,Business Products & Services,1
26173,1044,98,PitchBook Data,Washington,WA,Seattle,Seattle,427.3904,10590000,Financial Services,1
25661,1045,50,IntelliAir,Missouri,MO,Archie,Kansas City MO-KS,427.3479,7019000,Engineering,1
23641,1046,10,Vertical Direct Marketing Group,California,CA,San Diego,San Diego,426.879,3436400,Advertising & Marketing,2
23459,1047,33,Imagine Easy Solutions,New York,NY,New York,New York City,425.3973,6312029,Education,2
25712,1048,23,King of Carts,South Carolina,SC,Columbia,Columbia SC,424.9881,5567704,Retail,1
25968,1049,62,Bush Construction,Iowa,IA,Davenport,Davenport-Moline-Rock Island IA-IL,424.6077,46251968,Construction,1
21399,1050,43,Integrity Engineering & Design Solutions,Arizona,AZ,Scottsdale,Phoenix,423.9347,4610982,Engineering,3
21235,1051,90,Allied Wallet,California,CA,West Hollywood,Los Angeles,423.6905,15646129,Financial Services,2
25485,1052,7,RE/MAX Dynamic-The Duncan Duo & Associates,Florida,FL,Tampa,Tampa,423.4462,2800437,Real Estate,1
25106,1053,22,4DSP,Texas,TX,Austin,Austin,423.4251,5467756,Telecommunications,1
25466,1054,35,SoloHealth,Georgia,GA,Duluth,Atlanta,422.9179,9104000,Health,1
23573,1055,595,SCIO Health Analytics,Connecticut,CT,West Hartford,Hartford-West Hartford-East Hartford CT,422.2272,46849000,Health,2
22578,1056,40,Inilex,Arizona,AZ,Phoenix,Phoenix,421.9112,16690369,Security,3
23003,1057,50,Mobomo,Virginia,VA,Reston,Washington DC,421.2347,4000132,Software,2
23463,1058,0,Fruitables Pet Food,Texas,TX,Dallas,Dallas,419.4628,5022478,Food & Beverage,2
23177,1059,224,Santa Rosa Consulting,Tennessee,TN,Franklin,Nashville,419.4215,69670000,Health,2
25737,1060,39,Enterprise Trenchless Technologies,Maine,ME,Lisbon Falls,Lewiston-Auburn ME,418.995,24403144,Construction,1
25553,1061,75,Siteline Interior Carpentry,Illinois,IL,Midlothian,Chicago,418.7352,14857001,Construction,1
23457,1062,26,Confirm BioSciences,California,CA,San Diego,San Diego,418.6938,3451715,Health,2
25044,1063,42,Fenton Family Dental,Maryland,MD,Silver Spring,Washington DC,418.6516,5664080,Health,1
